,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
520,2018-10-19,0,"It is just as described, and a very nice quilt for that price.  I've been using it over a lightweight blanket for two weeks now and find it perfectly warm enough for fall.  It would be too warm for summer.  I have not tried to wash it yet so don't know how durable it is, but I would use a gentle cycle when washing.",It's very warm and cozy.,5,,RH3252W7L93OO,USA,2018,autumn,Positive,North-America,False
521,2021-01-30,0,"Nice color, soft. Great product for the price. Has held up nicely after being washed.",Nice and affordable,5,,R2X1766MXO402I,USA,2021,winter,Positive,North-America,False
522,2021-03-31,0,Ordered this for my son's bunkbed and it's just the best!  He loves it too.,Super soft and light,5,,R5TF7C2Z7ELOV,USA,2021,spring,Positive,North-America,False
523,2021-03-17,0,I love this down comforter ...its not only thick and soft.. But also has a great bounce back when squeezed! The black in very deep in pigment ..  I haven't washed it yet but so far I'm very pleased.. I ordered another one after getting the first,Thickness is great esp for price,5,,RVNOWAGUO6OBL,USA,2021,winter,Positive,North-America,False
524,2019-12-09,0,"Superior product, light yet nice and warm but not hot. Great Value. The Queen size is more than ample to cover my extra high 8"" mattress and box spring. Brightened up my bedroom also",The real deal,5,,R3RLPYA06THFUE,USA,2019,autumn,Positive,North-America,False
525,2021-01-05,0,Love that this comforter is extra wide! It’s perfect for 2 large humans and 2 small dogs. 😂,Love,5,,R2YYV6KKOQT83B,USA,2021,winter,Positive,North-America,False
526,2017-12-28,3,Love this comforter. I have a queen size bed and I ordered the king to give my bed a more comfortable look with the sides hanging off. Very soft!,Great!,5,,RSDTHOIR3P8RZ,USA,2017,winter,Positive,North-America,True
527,2016-07-10,15,"Bought for my son who is 6'5"".  His height makes it difficult to find bedding that covers him comfortable.  We tried this comforter because it is extra long.  He is happy.  It covers him from shoulders to his toes with a little extra to tuck under his feet.  Pretty color, good durable fabric, easy to clean.",His height makes it difficult to find bedding that covers him comfortable. We tried this comforter because it is extra ...,5,,R17K534NN1RY7M,USA,2016,summer,Positive,North-America,True
528,2020-06-13,0,This is a very warm comforter that I needed for my camper. Feels wonderful!! Now I have to order a third one because my 17 year old grandson loves it!!,Very warm and so soft!,5,,R18NGJQOP9164V,USA,2020,spring,Positive,North-America,False
529,2020-01-15,0,Very soft and fluffy. A little heavier than I thought but I’m always cold so it works out perfect. I love it! Ordered a King and it fits well. The navy color is lighter than expected but still wonderful.,Very soft,5,,R12D80LRGQO9QV,USA,2020,winter,Positive,North-America,False
530,2021-05-23,0,"Just right ,cool in summer, warm in in winter.",Perfect weight!,5,,RSM94FSMFWW3P,USA,2021,spring,Positive,North-America,False
531,2020-10-27,0,Needed a comforter without spending a lot of money. I was very happy when this arrived. It’s so soft and comfortable to sleep with. I would definitely buy another.,Great buy!,5,,R1IZCSHSH5ZPWV,USA,2020,autumn,Positive,North-America,False
532,2021-03-18,0,"Lightweight , looks great and remains wrinkle free... loved the variety of colors!",Exceeded My Expectations,5,,R2XL8ZCF4PCKWC,USA,2021,winter,Positive,North-America,False
533,2020-09-14,0,"I bought this comforter in navy for my stepdaughter. We redid her room for her birthday. Pink, gold, grey, and navy accents. IT IS SO SOFT AND FLUFFY! I’m honestly debating buying one for my bed. I love it!",Wonderful Purchase!,5,,R3IEQG895STUGR,USA,2020,summer,Positive,North-America,False
534,2015-11-07,17,"I ordered the twin comforter for my son.  His bedroom is always cold.  He's used a space heater to warm things up but we wanted something safer.  I purchased this comforter... it's soft, fluffy and warm.  I have not washed it yet nor had much wear and tear since it's only been a week, but my son reports that he loves it.  He is warm and not waking in the night due to being cold.",Just what we were hoping for,5,,R2VNKCE9TCJK4K,USA,2015,autumn,Positive,North-America,True
535,2020-11-10,0,"I have bought three of these now for all bedrooms as I was so impressed.  Well sewn, warm, soft, can clean easy , lays flat .Great value",Great product,5,https://images-na.ssl-images-amazon.com/images/I/71LNZu6qbYL._SY88.jpg,R1DLZG4G7BVEY6,USA,2020,autumn,Positive,North-America,False
536,2020-12-29,0,I love how fluffy and soft this awesome comfortable comforter is. It is light and every square on it has an even amount of fluff in it. You dont have to refluff it every night. I just fell in love with it the very first night. Thanks for the BEST comforter i have ever owned!!,Best comforter I have ever had!!!!,5,,R3PR9NJALLJOI4,USA,2020,winter,Positive,North-America,False
537,2020-12-04,0,"For the price, this comforter exceeded my expectations. It’s very soft and fluffy. Great value.",Great Value!!,5,,R1T6BWV1RC6618,USA,2020,autumn,Positive,North-America,False
538,2020-10-17,0,This comforter is very warm while still being lightweight. The microfiber fabric is very soft. This is a steak for the price.,Great comforter,5,,R11GPK33ZLB2AS,USA,2020,autumn,Positive,North-America,False
539,2021-04-13,0,Feels light and soft but is also warm.  Love it so far.,Very snuggly!,5,,R30EV0PHUPTN08,USA,2021,spring,Positive,North-America,False
540,2020-09-06,0,"Must buy, I purchased for my college freshman. It looks great in his dorm. The color is perfect. I ordered the blue.",Comfortable bedding!! A must buy..,5,https://images-na.ssl-images-amazon.com/images/I/71g8GfvC6qL._SY88.jpg,R3HR0CS1EF7EVO,USA,2020,summer,Positive,North-America,False
541,2017-04-20,3,"Bought two for XL twin beds.  These are wonderful,  so soft.  Fit is perfect for our new Tempru pedic bed.  Might want to buy more colors.Bare home products are a fav of ours now.  Also, bought sheets.",Love them!!!,5,,RHB9JJUDH7KZG,USA,2017,spring,Positive,North-America,True
542,2021-04-29,0,Honestly not bad a lil warmer than it said it would be. And thicker but we shall see once I wash it!,Just a lil too warm for me,4,,R3LEVEO4AM0GQU,USA,2021,spring,Positive,North-America,False
543,2021-02-23,0,Very soft and warm. Keeps me warmer than using 2 quilts. And it's very lightweight.,Very soft and warm.,5,,R1IPQ4WK44LYSY,USA,2021,winter,Positive,North-America,False
544,2021-03-21,1,I love it,I love it,5,,R1XYR8S8ODI4P6,USA,2021,spring,Positive,North-America,True
545,2021-03-11,0,"I love it ! It is so soft and light weight, will see how it holds up in the Tennessee weather this fall will buy again .",It is gorgeous!,5,https://images-na.ssl-images-amazon.com/images/I/91QyAwK3oJL._SY88.jpg,RGEFBL937ZD9O,USA,2021,winter,Positive,North-America,False
546,2019-09-21,0,"I love this blanket.  We have a thing for soft blankets in my house and I was surprised with how soft this one is.  Thought about taking it form my son, lol.  I will be buying another for myself.",Great blanket!,5,,R10ZY2GX8RJVKC,USA,2019,autumn,Positive,North-America,False
547,2021-02-03,0,"Some reviews call it cool, but it holds in a lot of heat. its super light weight with a soft down like feel.  Love it.",soft and lightweight,4,,R376FB1S8QPDR9,USA,2021,winter,Positive,North-America,False
548,2019-09-30,0,"So it works really well for winter time, and has no forgiveness in the summer. Just purchased this with a few days left in the 60s at night and it keeps you sweating.Would reccomend for people who are always cold. Is a very soothing blanket for anxiety because of how heavy it is. Would buy again. Just remember it keeps you very hot!","Keeps you hot, but keeps you soothed",5,,RF5REEJQ1M7QV,USA,2019,autumn,Positive,North-America,False
549,2021-01-13,0,"This has been the perfect comforter for cold nights. It is soft, plush and keeps me warm at night.","Soft, plush and warm",5,,R3K24MFKAJRJ5H,USA,2021,winter,Positive,North-America,False
550,2018-11-09,0,So happy to find twin xl in a nice shade of grey for teen boy’s room.  Would be great for the dorm.  The color & style are great.  Goes with his dark wood furniture & would go well with natural wood dorm furniture.  He is happy with the texture & temperature.  Add blanket for cold nights.,Perfect for teen or college boy,5,,RKK19L9TO0BBN,USA,2018,autumn,Positive,North-America,False
551,2021-07-03,0,Love the softness and qualityPrompt delivery a plusVery happy with purchase,Pleased with order,5,,R2EZD1MJQDE9DB,USA,2021,summer,Positive,North-America,False
552,2021-01-05,0,Omg when I tell you this blanket is the softest warmest but lightest blanket you've ever had I'm not fcking joking !!! Its 12 and I still havent left my bed lol I never want to leave it is so COMFY and the oversized queen is a DREAM. I used to have a cali king blanket on my queen bed and this new one is way bigger!!! Absolutely amazing I will buy again and again !!,Amazingly Comfy,5,,R2BM50DOVKMTAQ,USA,2021,winter,Positive,North-America,False
553,2019-04-09,0,"I absolutely love my comforter set.  This alternative down is lightweight, yet warm.  It is soft to the touch and the fabric has a slight shine. I chose the dark brown and it looks like a rich chocolate.  It matches my woodland motif!!",Love this comforter set❤️!!,5,,R1ITF08HI6XH26,USA,2019,spring,Positive,North-America,False
554,2020-01-08,0,"This comforter is perfect! A little over sized so it covers the bed completely and allows for bundling up.  It is light weight, but not completely, which is what I wanted.  Very soft and thick. I love it!!",Best comforter ever!,5,,R17MJ4HLS59XIS,USA,2020,winter,Positive,North-America,False
555,2021-05-17,0,"I ordered it for my grandson and he loves it! Lightweight, soft and fits the bed perfectly. Just was he was looking for",perfect,5,,R2OHYVWXDO3VEN,USA,2021,spring,Positive,North-America,False
556,2018-06-28,0,"I got this comforter for my mom & we both love it, it's so soft & comfortable my mom says she sleeps better now, I wish it were just a bit smaller but I don't mind that too bad & it fit well in my washing machine & easily washed but it was still new so not sure how easy it is to clean",Great quality so soft & comfortable,4,https://images-na.ssl-images-amazon.com/images/I/71NoNMMiIdL._SY88.jpg,R1I26QD9TP2KI3,USA,2018,summer,Positive,North-America,False
557,2020-03-03,1,"This comforter started off great, but quickly fell apart. So many tiny holes appeared out of nowhere! If this is a throw away buy, go for it.  If you are buying for use greater than three months, move on.",Tiny holes all over,1,,R2P2FA01ALYHZH,USA,2020,winter,Negative,North-America,True
558,2020-04-05,0,"Bought King for my Queen bed. Fits great, so recommend sizing up. It’s light enough to not overheat, yet comforting enough to not be too cool. It’s perfect yer round!",Love mine,5,,R264QPSSKQ2AYW,USA,2020,spring,Positive,North-America,False
559,2020-12-21,0,"I bought this comforter for my dog after she ripped a hole in her last blankey, she loves it (see pic)!  She use to beg to get on the couch (which would make nervous because she always gets close to the edge and I don’t want her to fall off). Ever since she got her new blankey she has not said a peep about getting on the couch. ☺️",My pug loves it! 🐶❤️,5,https://images-na.ssl-images-amazon.com/images/I/B1AtPSOMYbS._SY88.jpg,R2CENG06EVB0R8,USA,2020,winter,Positive,North-America,False
560,2020-12-15,0,"i bought this some time back and just recently used it. i loved it but the first time i washed it, it ripped.",its nice but...,3,,R22AFLU9ES02LM,USA,2020,autumn,Neutral,North-America,False
561,2019-12-15,0,I'm honestly sad it didn't work out. I bought two for my son's bunkbeds and the first had a year in the middle. I didn't even bother opening the other. It was very soft and puffy and I wish it would have held up.,Really sad it had a tear. It was so soft but the material is not durable.,3,,R2AEAE71GD536S,USA,2019,autumn,Neutral,North-America,False
562,2018-10-09,0,So cuddly!! Soft as can be. Can’t go wrong with the price either! Highly recommend giving this comforter a run.Mine came with two pillow shams. I know there was some talk on here about only one being included but can confirm two are actually included!,Soft,5,,R36ABYCG9R7AAU,USA,2018,autumn,Positive,North-America,False
563,2020-10-08,0,What’s not to love- Great price- Super warm- Absolutely Skin friendly- washable- Great stitch workYou won’t regret it.,5 star comforter !!,5,,R35I0MYUMV8TV9,USA,2020,autumn,Positive,North-America,False
564,2019-07-30,1,After about 6 washings in a front load washer (no agitation) the comforter has developed little pin holes and the fluff is poking out.  It looks terrible.  We'll have to buy something else already. I don't recommend.,Owned less than 2 months and it is falling apart,1,,R37S0JCH6OER1M,USA,2019,summer,Negative,North-America,True
565,2020-04-22,0,"Got one for my older son and decided to get a second for my younger one! Lightweight, perfect size, and really comfy!! Boy and mom approved!",Great for money,5,,R1BTS975FLQNGQ,USA,2020,spring,Positive,North-America,False
566,2019-08-07,1,"It was amazing and beautiful, until the stuffing from the inside was coming out and getting everywhere. It didn't even make it to a second wash. It was trash. A big waste of money! I bought another comforter from Walmart and it's been lasting me for more than 6 months and there has been 0 issues. Do better!",DIDN'T LAST A MONTH,1,,RDIU5DBMESE1L,USA,2019,summer,Negative,North-America,True
567,2021-05-17,0,"Wonderful soft Fabric. Unfortunately they messed up my order and sent the wrong color and wrong size. I ordered 1 full and 2 twin xl in black all three black. Instead I got a gray full size, a black full size and a black twin xl. So they got 1 out of three correct. Not bad for a $109 order.",Nice but wrong,5,,R9MZTH8GVFIA0,USA,2021,spring,Positive,North-America,False
568,2021-06-08,0,Nice weight for a summer comforter and soft.,Nice quality,5,,R3QQBXWUCHCITS,USA,2021,spring,Positive,North-America,False
569,2021-06-05,0,Would purchase again. Looks and feels great!,5 stars!,5,,RT7JAEVVZTS3B,USA,2021,spring,Positive,North-America,False
570,2021-04-25,0,Very soft comforter and well made . I am extremely happy with my purchase,"Buy it, you’ll love it !!",5,,R3DL3HSH0ZB49H,USA,2021,spring,Positive,North-America,False
571,2021-02-21,0,"Love this. Washes beautifully, very soft and looks great.",Great Comforter,5,,R16L2ESNXHR8WB,USA,2021,winter,Positive,North-America,False
572,2021-05-16,0,"Very soft, light weight, good value.","Great product, good value",4,,R11OKU38J2BLHI,USA,2021,spring,Positive,North-America,False
573,2021-06-12,0,Comfy and light enough for year round use.,Perfect,5,,R9H54JVID21SF,USA,2021,spring,Positive,North-America,False
574,2020-12-04,0,Most comfortable blanket I have ever owned. Not to mention a great price at that!,Would buy again,5,,R31J3L6LEL3XC4,USA,2020,autumn,Positive,North-America,False
575,2021-04-28,0,"Wow, this is very nice. I will be buying another one.",Good Quality,5,,R1LAASCYCPMR9G,USA,2021,spring,Positive,North-America,False
576,2020-01-12,0,The color is Perfect!  We just love everything about  this comforter . I brought this for my daughter dorm room and she was very please. I strongly recommend this item,A comforter for all college students.,5,,RTRK3M8CL1JAB,USA,2020,winter,Positive,North-America,False
577,2020-11-24,0,This is not machine washable for me as the label said! I washed in normal/cold and ended up with a big rip! Used one time and now this is useless unless without a duvet cover. Wash with caution!,Used once,2,https://images-na.ssl-images-amazon.com/images/I/81U6Zh8TeBL._SY88.jpg,R36NOHT9OSEA9M,USA,2020,autumn,Negative,North-America,False
578,2015-11-28,2,"I'm very happy with this purchase. Although when it arrived, I was worried that it would be too thin. However, It has actually worked out quite well. We have had this comforter for a few months now and my daughter has actually pushed it off in her sleep from being too warm. Now that we are heading into the winter, it seems to be perfect. She loves the color and says it is so comfy!",Keeps my daughter warm and is very comfy!,5,,R3OT0UCOUDB8QY,USA,2015,autumn,Positive,North-America,True
579,2020-10-02,1,"This item was described as a set but was only a comforter by itself with nothing else included, definitely was not a set and a terrible price",Beware item is not a set,1,,R13XC9YY2H84TK,USA,2020,autumn,Negative,North-America,True
580,2019-03-20,0,"When I first received the set, I ran it through the wash to be safe. My only complaint is some of the stuffing inside started to come out through the fabric, but I just brushed it off and fluffed it out, after it went through the dryer I couldn't notice any difference.The comforter is very warm and the fabric is very soft along with the pillow cases.I was actually surprised, compared to some more expensive pillowcases i've bought, I actually preferred these ones.Color is great. I am pleased with it",Great quality for the price,5,,R1PW44RBXZPUSQ,USA,2019,winter,Positive,North-America,False
581,2020-10-07,0,This comforter is so soft and it washed well. Really lightweight and vibrant in color.,So soft,5,,R3DXSV8M5QW8W6,USA,2020,autumn,Positive,North-America,False
582,2020-11-18,0,"This comforter came in a vacuum sealed bag and I thought theres no way it would be soft and fluffy. I was so wrong !! I love it , is so soft and comfortable. Also, I really couldn't imagine that a few inches could make a big difference but I bought the queen short to fit our RV bed and it could not fit any better . Its perfect! I will certainly buy Bare Home again when I need another !",PERFECTION!,5,,RP80DCNW5GJ1E,USA,2020,autumn,Positive,North-America,False
583,2019-12-06,0,The blankets where for kids you did not have blankets .  They are Christmas presents.  So I don't know how to rate them.Haven't seen or felt the blankets in person.,Fun childhood memories,5,,R8YXIHEE5CXUM,USA,2019,autumn,Positive,North-America,False
584,2019-03-31,0,After weeks of comparing different comforters I went with this one. Definitely by far the best choice.  It has a little weight to it but not a heavy feeling at all. My last blanket my cats didn't like laying on it. Now I have to fight them for it.,Makes you feel like a burrito,5,,RJOGUSKJUUJVV,USA,2019,spring,Positive,North-America,False
585,2020-05-19,0,"Comforter was just not what I was expecting. A little TOO oversized, which I usually wouldn’t mind. The material easily attracts lint as well.",Meh,1,,R2X3RYPTZOVLUM,USA,2020,spring,Negative,North-America,False
586,2021-02-16,0,Great blanket. Purchased 2 of them. They are both really comfortable and warm. A little bulky but nothing that’s terrible. Would buy again.,Great for the price,5,,R3OK3S393IA5J,USA,2021,winter,Positive,North-America,False
587,2019-12-04,0,"This is my second time buying this set - this time for my son living on a cutter in Maine. It is lightweight enough to make neatly for inspection, yet keeps him warm! Will continue to buy 👏",Second time purchasing...and will again!,5,,RUHIADV0VM4IP,USA,2019,autumn,Positive,North-America,False
588,2021-04-15,0,"After the third wash, it is breaking at the seams and the stuffing is coming out. I can sew it, but the fact it only lasted 3 washes is concerning. Otherwise, it is comy, a bit heavy but not uncomfortably so. I will just buy something else soon just due to the poor quality.","Comfortable, but fell apart after the 3rd wash.",2,,R11SOAQ5V5JDFS,USA,2021,spring,Negative,North-America,False
589,2020-03-12,0,"I love this comforter! It’s incredibly soft and comfortable to sleep under, plus it’s washable. I liked it so much that I bought a second one.",Amazing Comforter With An Amazing Price,5,,R2F84UDOJRH980,USA,2020,winter,Positive,North-America,False
590,2021-03-30,0,Very comfortable and very warm for a cover.,Excellent purchase on this product,5,,R2F5USD0JUMHLB,USA,2021,spring,Positive,North-America,False
591,2020-11-18,0,"I love this comforter! It’s truly oversized, comfortable, and very warm!",Perfect,5,,R1COKS9L9YWN6E,USA,2020,autumn,Positive,North-America,False
592,2020-04-02,0,Man is anything on Amazon actually a good product? This comforter feels nice and has good weight to it but its sheds more than an f’ing dog. Every morning I’m covered in little pieces of what looks like lint and dusting them off the sheet. Very very annoyed and i unfortunately would not purchase again.,Hope you got a lint roller!,2,,R1LF6YWIAJ5GSN,USA,2020,spring,Negative,North-America,False
593,2021-03-18,0,Soft and pretty pink for my Granddaughter! She loves it.,Nice comforter,4,,R2KRPQ86VF6386,USA,2021,winter,Positive,North-America,False
594,2021-06-29,0,"Ordered the Cal King Black, it looks more of a olive green, it’s not black black (more of a greenish black faded color) and both pillow cases came ripped. I had to sow them",Not so great,2,https://images-na.ssl-images-amazon.com/images/I/B1gdq6000nS._SY88.jpg,R3QJ0ABY2AAXS3,USA,2021,summer,Negative,North-America,False
595,2021-04-19,0,Love. Best comforters I’ve ordered from Amazon.,Good buy !,5,,RPMNX5QABOR7M,USA,2021,spring,Positive,North-America,False
596,2021-03-15,0,Excellent product. I changed the decorations in my bedroom and I bought it in Black. Beautiful!,Good and beautiful.,5,,R2MHJ5RBV3K908,USA,2021,winter,Positive,North-America,False
597,2020-10-25,0,"I bought this item during AmazonPrime Day and I am so glad I did. The October nights have been getting colder and this couldn't have been the most softest, warmest and yet lightweight blanket I've owned off Amazon.",Exceeded my expectation,5,,R2XUSEOH7MUUQC,USA,2020,autumn,Positive,North-America,False
598,2021-07-03,0,Love this comforter we currently have 3 of them in my house my husband hates heavy blankets it’s lightweight and soft so this is perfect. It’s nice and warm without being to warm. We use this cozy comforter  year round. A definite 5 ⭐️,Perfect cozy and warm 5⭐️,5,,R3C9Z5C321DBUI,USA,2021,summer,Positive,North-America,False
599,2020-09-29,0,I bought this item for myself. It is the perfect size and is lightweight it is warm.,100% satisfied,5,,R1GDKG4F4M5I2E,USA,2020,autumn,Positive,North-America,False
600,2021-05-12,0,"We love this new comforter, would definately buy again",Very comfortable,5,,R2DU2AGB9IEOXA,USA,2021,spring,Positive,North-America,False
601,2019-08-31,1,My kids love this comforter and sham. They are very soft and comfortable and they look great.,Pretty,5,https://images-na.ssl-images-amazon.com/images/I/71AXhwNEzlL._SY88.jpg,R2387RATB3EN1C,USA,2019,summer,Positive,North-America,True
602,2021-03-08,0,The warmth and comfort was amazing last night! Very happy with the purchase.,Comfy cozy,5,,R2HDJ5ZYXT8EMZ,USA,2021,winter,Positive,North-America,False
603,2020-10-02,0,"Very comfortable and seems durable. This comforter is much worth the price. I’ve paid three times for comforters that don’t have this much quality. A quick note, if you’re planning on using it in very cold areas, buy two. I live in Texas so it works perfect for me.",Great price and quality,5,,R24NJOVXK26FT0,USA,2020,autumn,Positive,North-America,False
604,2020-11-02,0,Really nice comforter. Keeps us warm but not so heavy like other comforters. Definitely recommend!,Nice Comforter,5,,R9SJG9LK377OJ,USA,2020,autumn,Positive,North-America,False
605,2021-06-28,0,"Good quality, warm and soft",Warm snd soft,5,,R1PTT7QS6V7PCS,USA,2021,summer,Positive,North-America,False
606,2019-03-09,0,"I got this set for my sons bedroom redo. I was a little worried what the quality was going to be like when I ordered it because the price was so affordable. But I was pleasantly surprised when it arrived. It wasnt too light or too heavy, the color was a true red, and there wasnt any other issues with the fabric. My son has loved his new blanket.",Good bedding set,5,,R3BE06N9O0Y8IZ,USA,2019,winter,Positive,North-America,False
607,2020-10-28,0,"Who knew that the oversized King comforter was an thing? For the last nearly 4 years my wife and I have battled with who gets to keep warm at night with our regular sized comforter. THIS comforter as changed this nightly battle into peaceful sleep. The quality, softness, and warmth are secondary to the size but also should be noted.",Game Changer,5,,R2PXJP957LCRPQ,USA,2020,autumn,Positive,North-America,False
608,2020-12-22,0,We love the size of this we finally have a comforter that is big enough for our king size bed and for a decent price,Awesome over sized comforter,5,,R2GLW3XC99B3PW,USA,2020,winter,Positive,North-America,False
609,2021-01-25,0,I purchased this for a birthday gift for my niece and she absolutely loved it! It was described as listed by the seller!,Comfy and super soft,5,,RNIRYBVR0C2GA,USA,2021,winter,Positive,North-America,False
610,2021-05-13,0,"I probably should've read the description a little more before I bought it but you can't call it a comforter set if it only has the comforter and one pillow case cover. I was under the assumption that it included a bedsheet too. Aside from that, the comforter itself is really lightweight and and comfortable.",Comforter set = comforter + one pillow case cover,3,,R226F47EP51PN7,USA,2021,spring,Neutral,North-America,False
611,2020-09-04,0,this is so heavy it comes vacuum packed but pops right openso comfy ive already bought another. Thicker than expected and thicker than my expensive comforter,Best Deal I WANT MORE..,5,https://images-na.ssl-images-amazon.com/images/I/61V6B3m7EuL._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/71Q0NViQajL._SY88.jpg,R204O72L7CEYB9,USA,2020,summer,Positive,North-America,False
612,2020-12-26,0,Love the light weight and warmth.  Now a favorite cool evening throw.,Very comfortable,5,,R384MUDSBIZF0Z,USA,2020,winter,Positive,North-America,False
613,2018-12-27,0,"This comforter is great! Perfect weight, not too thin or too heavy. I love the color, I bought the dark green. Well made, durable and very soft. I will be buying another in differ color.  I highly recommend this product.",Excellent Product,5,,R2A590TNEA1WHA,USA,2018,winter,Positive,North-America,False
614,2019-02-24,4,"I bought a red comforter When I washed it It shed so much,and had red dye it left stains on the inside of my dryer. I put it in the trash, not good enough for charity.",I do not recommend.,1,,R2ACSNAAN2M3O4,USA,2019,winter,Negative,North-America,True
615,2020-12-21,0,I bought it for my grandson for Christmas.I know he will love it!,Love the blue!,5,,RROY3MH25OSM6,USA,2020,winter,Positive,North-America,False
616,2021-01-18,0,I am not happy with the size or fit of the comforter. I order the king/cal king n it fits like a queen size on the bed. It was a gift so they opened n used it before I viewed the fit. I added a picture of how it got on the bed. I am not satisfied,NOT A GOID FIT ON THE BED,2,https://images-na.ssl-images-amazon.com/images/I/81yXWmXI3tL._SY88.jpg,R3R9BY5L3Q8VE2,USA,2021,winter,Negative,North-America,False
617,2020-07-08,1,I LOVE this comforter. It’s a little heavier than I thought but I love that it actually covers and fits my king size bed with hang room. Would definitely recommend this!,Best comforter yet,5,,R2KPLOECV5WGV9,USA,2020,summer,Positive,North-America,True
618,2020-01-10,0,"This comforter was exactly what we were looking for! So soft, makes it feel like you’re sleeping in a cloud! It is not super lightweight like I wanted, but it is still a great comforter nonetheless.",Great!,5,,R21OBQJUI4IX1W,USA,2020,winter,Positive,North-America,False
619,2021-03-26,0,Very comfortable lightweight but keeps you warm,Great buy,5,,RDJH1EY1GYKW6,USA,2021,spring,Positive,North-America,False
620,2020-10-22,0,This comforter was perfect for my daughters new room....  great quality and she loves it,❤,5,https://images-na.ssl-images-amazon.com/images/I/71OCAmpc2bL._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/71sPIIDs9YL._SY88.jpg,RWYI94PQ2U97W,USA,2020,autumn,Positive,North-America,False
621,2019-12-06,0,"This is a great comforter, soft, light weight. It's great for spring all the way to fall; in the winter you will need that extra blanket, though. I loved the soft fabric and the color is just what I was expecting. Overall a great purchase",super comfortable,5,,RG2DBPX64P1Q5,USA,2019,autumn,Positive,North-America,False
622,2019-07-23,1,"Very comfortable. Heavy enough to keep you warm but not too heavy. However, the insulation material started poking out after about a month of use (without washing it at that point). It only got worse after washing & drying following wash instructions. 2 stars is generous. It looks awful at this point but it still functionally works I suppose.",Comfortable until it falls apart,2,https://images-na.ssl-images-amazon.com/images/I/71VPno-Ek1L._SY88.jpg ~ https://images-na.ssl-images-amazon.com/images/I/71uGwXo8ZHL._SY88.jpg,RDWS9KN44LGV2,USA,2019,summer,Negative,North-America,True
623,2019-10-15,0,"I got the red color and it is just as it appears online. The comforter is great soft and comfortable. My only concern are with the shams, I would prefer the material to be a bit thicker, but for the price...Overall good product.",Great Comforter,4,,RMPE7G84D06SN,USA,2019,autumn,Positive,North-America,False
624,2020-11-30,0,Great comforter. Have been looking for an oversized queen and this one is perfect.  It's lightweight but plenty warm enough!,Light and warm,5,,R1RQ2OTRQNI6LR,USA,2020,autumn,Positive,North-America,False
625,2021-04-27,0,Great quality for the money,Great quality,5,,R3G2DCC6U87K6D,USA,2021,spring,Positive,North-America,False
626,2020-10-16,0,"eems to be well made, well stitched which holds the filling evenly. I would have given it 5 stars if the color was more like the picture-it is really a blue rather than a blue grey.",good quality,4,,R3OPNEB4WX23L7,USA,2020,autumn,Positive,North-America,False
627,2020-07-14,1,I fw it. I’ve been using it for 2 months and it’s great.,i like it,5,,R2CW4YOFZ2YEEV,USA,2020,summer,Positive,North-America,True
628,2021-01-19,0,"Lightweight, but so warm! Nice material! Love it!","Lightweight, but warm!",5,,R1A4K4QUSKBKOS,USA,2021,winter,Positive,North-America,False
629,2017-09-28,2,"After a few shipping glitches, my new comforter arrived.  It looks just like the photo, and is so soft and comfortable.  This will be an excellent way to stay warm and cozy during the long winter months.",It looks just like the photo,5,,R32JB5RUV3X19E,USA,2017,autumn,Positive,North-America,True
630,2021-06-03,0,Very soft. Your gonna like it,Great product,5,,R1S2CONL2W8Z1E,USA,2021,spring,Positive,North-America,False
631,2020-02-15,0,I bought two of these comforters as they are the best I have ever had! Super soft and comfy and wash/dry beautifully. Excellent in every way.,Best ever comforter,5,,R262YYLKX1HPQZ,USA,2020,winter,Positive,North-America,False
632,2020-09-01,0,orange is my son’s favorite color and he loves how soft & comfortable this feels.,Nice,5,,R28K9TVOF4EW3E,USA,2020,summer,Positive,North-America,False
633,2020-11-20,0,I love my red comforter. It fits my bed perfect and makes my bedroom look so pretty. This comforter is very warm too.,Cuddly and warm,5,https://images-na.ssl-images-amazon.com/images/I/81Cx22SCH2L._SY88.jpg,R10OT7056KM9N1,USA,2020,autumn,Positive,North-America,False
634,2020-10-13,0,"Great comforter for the price.  Better than the one i got a kohls that ripped in one night.  Pretty gray, matches my room.",Good for the price.,4,,R3VWYS8QV6YNC8,USA,2020,autumn,Positive,North-America,False
635,2020-12-18,0,love my new comforter set.It’s perfect in every way and comfortable,Comfy,5,,R1E5S7BECGF9Y,USA,2020,autumn,Positive,North-America,False
636,2021-05-18,0,Very soft and comfortable - grandson loves it.,"Soft, May buy another one",5,https://images-na.ssl-images-amazon.com/images/I/91RmCQas7aL._SY88.jpg,RKNNZHZLODZDY,USA,2021,spring,Positive,North-America,False
637,2018-09-28,1,This is a beautiful comforter.  I was so happy that the color that I got (blue) looked just like the picture.  So often the color I choose and the one I receive are different but not in this case.,Beautiful,5,,R2XO24VXKU6QZC,USA,2018,autumn,Positive,North-America,True
638,2020-05-08,0,"Soft and comfortable. Will buy again for my daughter's room once she needs a new one, as its a good value.",Great for what it is.,4,,R1IOU9ZOO0ZVM0,USA,2020,spring,Positive,North-America,False
